PassengerId,Survived
1122,0.3791415293821106
1123,0.95185838981118931
1124,0.088322327785613705
1125,0.12535742227293159
1126,0.4316600255170655
1127,0.12074309132423346
1128,0.21933303140013882
1129,0.18173998927269649
1130,0.84321906618081799
1131,0.88913559793668828
1132,0.89212095939599634
1133,0.69976951872324256
1134,0.35778269512211019
1135,0.085392745054184135
1136,0.056103066045545158
1137,0.30249424811631959
1138,0.87029942967635066
1139,0.12053704837705539
1140,0.78852429826467818
1141,0.62609668902853399
1142,0.90809203099899349
1143,0.12074309132423346
1144,0.55039503928721245
1145,0.10484365074107126
1146,0.077083465630213635
1147,0.085392745054184135
1148,0.12535742227293159
1149,0.090821587965648098
1150,0.88318528246436068
1151,0.11658328723381925
1152,0.049695474603322874
1153,0.11658328723381925
1154,0.81497479707049447
1155,0.75121010551727818
1156,0.3432489106777436
1157,0.085392745054184135
1158,0.48080747841468713
1159,0.085392745054184135
1160,0.58511356112295465
1161,0.13399653761617192
1162,0.4391943797926981
1163,0.12535742227293159
1164,0.95059707642218627
1165,0.61379340496142676
1166,0.13119605770943077
1167,0.84211696393124413
1168,0.25920588219037688
1169,0.13745971249341304
1170,0.19173734583499424
1171,0.30758673439652517
1172,0.64800593666739592
1173,0.16797975445699403
1174,0.68403733082622842
1175,0.7803407656539908
1176,0.74370162158339059
1177,0.067743680292841779
1178,0.085392745054184135
1179,0.4602826319741693
1180,0.13119605770943077
1181,0.085392745054184135
1182,0.48080747841468713
1183,0.6814448292597306
1184,0.13119605770943077
1185,0.20036059768099104
1186,0.067743680292841779
1187,0.097608289953314137
1188,0.94093216986663941
1189,0.07525542282890621
1190,0.47782040652587648
1191,0.087589939354815502
1192,0.078510393564397804
1193,0.34595206784718441
1194,0.15212497753843957
1195,0.10484365074107126
1196,0.68403733082622842
1197,0.70959608884227809
1198,0.36810161945236558
1199,0.21516080638710602
1200,0.18791729865370066
1201,0.36032456805015656
1202,0.12944735267377763
1203,0.17020696400034158
1204,0.085392745054184135
1205,0.61821209516042075
1206,0.89212095939599634
1207,0.78203194511754381
1208,0.27069404708686251
1209,0.33356857835651371
1210,0.094160164204373661
1211,0.19315621418347323
1212,0.097608289953314137
1213,0.15400892033264094
1214,0.27477248052718128
1215,0.44815854002728073
1216,0.90621288343875928
1217,0.10863608425218649
1218,0.83368180731717934
1219,0.4391943797926981
1220,0.19797776713148202
1221,0.31612297031873399
1222,0.67411660441590149
1223,0.50850442612153901
1224,0.13119605770943077
1225,0.70471717712661597
1226,0.094160164204373661
1227,0.47782040652587648
1228,0.22983975983173563
1229,0.082952186651505527
1230,0.28276994839538611
1231,0.13119605770943077
1232,0.34246923409888114
1233,0.078510393564397804
1234,0.034839484296632126
1235,0.87236227282810375
1236,0.05999740678129234
1237,0.70862983603145002
1238,0.27477248052718128
1239,0.62114451782249869
1240,0.29090681795011841
1241,0.82427696646801019
1242,0.91976336776646117
1243,0.28276994839538611
1244,0.34246923409888114
1245,0.088100405877507657
1246,0.74399703326969113
1247,0.29227564409172024
1248,0.70150212139316226
1249,0.085392745054184135
1250,0.12535742227293159
1251,0.50568221217681086
1252,0.012346765010958083
1253,0.8726407372103363
1254,0.82427696646801019
1255,0.094160164204373661
1256,0.95243205767272643
1257,0.35285609724990435
1258,0.099792961035686106
1259,0.65702501627555931
1260,0.91976336776646117
1261,0.35227133147921619
1262,0.25336424342762204
1263,0.95552305715392039
1264,0.3005714158493118
1265,0.15622815584821409
1266,0.7843525199294179
1267,0.92486640324537062
1268,0.50796423655041867
1269,0.31612297031873399
1270,0.25289100020810923
1271,0.059098837278858132
1272,0.12535742227293159
1273,0.14239985820306003
1274,0.58511356112295465
1275,0.61308515680575815
1276,0.24644013754116728
1277,0.79777696562003797
1278,0.10484365074107126
1279,0.099419425326788602
1280,0.16845681962608292
1281,0.081132509095197938
1282,0.54727749596410313
1283,0.84808414835912083
1284,0.13593757447160246
1285,0.14113416473135842
1286,0.034158904981172973
1287,0.94237810862668892
1288,0.15239474293129088
1289,0.88191559389973306
1290,0.1125484508872741
1291,0.11979275994019241
1292,0.93253250441381275
1293,0.14716735641172118
1294,0.96623734117443616
1295,0.60547979289297427
1296,0.39312442342729065
1297,0.43756289476298332
1298,0.23861143738540033
1299,0.31348079531356626
1300,0.68403733082622842
1301,0.73604615442131804
1302,0.68403733082622842
1303,0.92181665237988764
1304,0.60142121654979064
1305,0.085392745054184135
1306,0.9398599967452459
1307,0.061726727994016767
1308,0.085392745054184135
1309,0.093572683149542937
